id,mode,dist_train,dist_air,dist_bus,dist_car,cost_train,cost_air,cost_bus,cost_car,ivt_train,ivt_air,ivt_bus,ivt_car,ovt_train,ovt_air,ovt_bus,ovt_car,freq_train,freq_air,freq_bus,freq_car,urban_train,urban_air,urban_bus,urban_car,income_train,income_air,income_bus,income_car
203,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,45,45,45,45
204,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
205,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,25,25,25,25
206,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,55,55,55,55
207,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
208,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,55,55,55,55
209,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
210,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
211,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,15,15,15,15
212,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,55,55,55,55
213,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,55,55,55,55
214,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,35,35,35,35
215,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
216,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
217,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
218,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
219,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,45,45,45,45
220,car,211,211,211,211,32.1,119.5,17.75,40.09,98,40,152,170,70,81,65,0,8,25,12,0,0,0,0,0,70,70,70,70
221,train,221,221,221,221,37.1,122.5,16.9,41.99,138,40,152,159,55,81,60,0,4,25,12,0,0,0,0,0,5,5,5,5
222,car,221,221,221,221,37.1,122.5,16.9,41.99,138,40,152,159,55,81,60,0,4,25,12,0,0,0,0,0,70,70,70,70
223,car,221,221,221,221,37.1,122.5,16.9,41.99,138,40,152,159,55,81,60,0,4,25,12,0,0,0,0,0,45,45,45,45
224,train,238,238,238,238,39.1,122.9,16.9,45.22,138,40,152,173,70,90,95,0,4,25,12,0,0,0,0,0,70,70,70,70
225,train,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,15,15,15,15
226,train,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,70,70,70,70
227,car,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,35,35,35,35
228,car,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,70,70,70,70
229,car,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,70,70,70,70
230,car,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,70,70,70,70
231,car,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,25,25,25,25
232,car,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,70,70,70,70
233,car,199,199,199,199,40.5,127.9,18.05,37.81,120,40,152,153,90,73,85,0,12,25,12,0,1,1,1,1,70,70,70,70
234,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
235,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
236,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
237,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
238,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
239,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
240,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
241,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
242,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
243,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
244,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
245,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
246,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
247,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
248,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,31,31,31,31
249,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
250,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
251,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
252,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
253,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,29,29,29,29
254,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,15,15,15,15
255,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
256,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
257,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
258,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
259,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,15,15,15,15
260,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,15,15,15,15
261,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
262,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,29,29,29,29
263,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
264,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
265,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
266,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
267,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
268,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
269,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
270,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
271,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
272,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
273,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
274,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
275,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
276,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
277,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
278,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
279,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
280,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
281,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
282,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
283,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
284,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
285,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
286,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
287,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
288,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,15,15,15,15
289,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
290,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
291,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
292,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,29,29,29,29
293,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
294,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,29,29,29,29
295,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
296,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,5,5,5,5
297,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
298,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
299,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
300,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
301,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,29,29,29,29
302,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
303,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
304,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,35,35,35,35
305,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
306,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,15,15,15,15
307,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
308,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,29,29,29,29
309,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
310,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
311,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
312,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
313,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
314,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
315,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
316,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,15,15,15,15
317,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
318,train,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
319,air,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
320,air,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
321,air,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
322,air,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
323,air,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
324,air,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,25,25,25,25
325,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
326,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
327,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
328,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
329,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
330,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
331,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
332,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
333,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
334,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
335,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
336,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
337,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,29,29,29,29
338,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
339,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
340,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,55,55,55,55
341,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,45,45,45,45
342,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
343,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
344,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
345,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
346,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
347,car,188,188,188,188,38.65,132.5,17.57,35.72,120,40,152,139,65,93,70,0,12,25,12,0,1,1,1,1,70,70,70,70
348,air,195,195,195,195,40,122.9,18.75,37.05,120,40,152,148,80,90,85,0,12,25,12,0,1,1,1,1,70,70,70,70
349,car,195,195,195,195,40,122.9,18.75,37.05,120,40,152,148,80,90,85,0,12,25,12,0,1,1,1,1,70,70,70,70
350,train,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,70,70,70,70
351,train,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,70,70,70,70
352,train,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,15,15,15,15
353,air,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,55,55,55,55
354,bus,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,35,35,35,35
355,car,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,45,45,45,45
356,car,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,35,35,35,35
357,car,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,45,45,45,45
358,car,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,55,55,55,55
359,car,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,70,70,70,70
360,car,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,45,45,45,45
361,car,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,45,45,45,45
362,car,196,196,196,196,41,129.35,17.5,37.24,120,40,152,150,90,89,85,0,12,25,12,0,1,1,1,1,55,55,55,55
363,train,199,199,199,199,40.5,131.15,17.65,37.81,120,40,152,153,90,95,88,0,12,25,12,0,1,1,1,1,35,35,35,35
364,car,199,199,199,199,40.5,131.15,17.65,37.81,120,40,152,153,90,95,88,0,12,25,12,0,1,1,1,1,25,25,25,25
365,car,199,199,199,199,40.5,131.15,17.65,37.81,120,40,152,153,90,95,88,0,12,25,12,0,1,1,1,1,55,55,55,55
366,car,199,199,199,199,40.5,131.15,17.65,37.81,120,40,152,153,90,95,88,0,12,25,12,0,1,1,1,1,35,35,35,35
367,car,199,199,199,199,40.5,131.15,17.65,37.81,120,40,152,153,90,95,88,0,12,25,12,0,1,1,1,1,34,34,34,34
368,car,199,199,199,199,40.5,131.15,17.65,37.81,120,40,152,153,90,95,88,0,12,25,12,0,1,1,1,1,55,55,55,55
369,car,199,199,199,199,40.5,131.15,17.65,37.81,120,40,152,153,90,95,88,0,12,25,12,0,1,1,1,1,55,55,55,55
370,train,211,211,211,211,41.5,122.9,16.9,40.09,120,40,152,170,104,80,90,0,12,25,12,0,0,0,0,0,70,70,70,70
371,car,214,214,214,214,42.5,130.9,21.9,40.66,120,40,152,173,108,100,95,0,12,25,12,0,0,0,0,0,70,70,70,70
372,car,214,214,214,214,42.5,130.9,21.9,40.66,120,40,152,173,108,100,95,0,12,25,12,0,0,0,0,0,55,55,55,55
373,car,214,214,214,214,42.5,130.9,21.9,40.66,120,40,152,173,108,100,95,0,12,25,12,0,0,0,0,0,35,35,35,35
374,car,214,214,214,214,42.5,130.9,21.9,40.66,120,40,152,173,108,100,95,0,12,25,12,0,0,0,0,0,15,15,15,15
375,car,214,214,214,214,42.5,130.9,21.9,40.66,120,40,152,173,108,100,95,0,12,25,12,0,0,0,0,0,70,70,70,70
376,car,214,214,214,214,42.5,130.9,21.9,40.66,120,40,152,173,108,100,95,0,12,25,12,0,0,0,0,0,70,70,70,70
377,car,214,214,214,214,42.5,130.9,21.9,40.66,120,40,152,173,108,100,95,0,12,25,12,0,0,0,0,0,45,45,45,45
378,train,214,214,214,214,41.5,131.9,16.9,40.66,120,40,152,173,90,95,85,0,12,25,12,0,0,0,0,0,25,25,25,25
379,car,226,226,226,226,42.5,126.9,16.9,42.94,120,40,152,189,120,105,115,0,12,25,12,0,0,0,0,0,55,55,55,55
380,car,232,232,232,232,43.1,125.45,26.38,44.08,138,40,346,201,90,118,100,0,4,25,1,0,0,0,0,0,45,45,45,45
381,car,310,310,310,310,50.5,126.9,24.38,58.9,120,40,346,220,110,120,65,0,12,25,1,0,0,0,0,0,70,70,70,70
382,car,310,310,310,310,50.5,126.9,24.38,58.9,120,40,346,220,110,120,65,0,12,25,1,0,0,0,0,0,45,45,45,45
383,car,310,310,310,310,50.5,126.9,24.38,58.9,120,40,346,220,110,120,65,0,12,25,1,0,0,0,0,0,25,25,25,25
384,car,310,310,310,310,50.5,126.9,24.38,58.9,120,40,346,220,110,120,65,0,12,25,1,0,0,0,0,0,45,45,45,45
385,car,361,361,361,361,51,132.5,26.38,68.59,120,40,346,262,160,160,120,0,12,25,1,0,0,0,0,0,5,5,5,5
386,car,361,361,361,361,51,132.5,26.38,68.59,120,40,346,262,160,160,120,0,12,25,1,0,0,0,0,0,25,25,25,25
387,air,659,659,659,659,89.7,177.1,45.1,125.21,403,96,515,428,80,125,95,0,3,5,7,0,0,0,0,0,55,55,55,55
388,car,659,659,659,659,89.7,177.1,45.1,125.21,403,96,515,428,80,125,95,0,3,5,7,0,0,0,0,0,70,70,70,70
389,air,573,573,573,573,89.5,172.1,42.1,108.87,434,96,515,381,80,90,75,0,2,5,7,0,0,0,0,0,33,33,33,33
390,car,573,573,573,573,89.5,172.1,42.1,108.87,434,96,515,381,80,90,75,0,2,5,7,0,0,0,0,0,35,35,35,35
391,air,567,567,567,567,90,172.1,42.1,107.73,434,96,515,397,85,85,80,0,2,5,7,0,0,0,0,0,55,55,55,55
392,car,567,567,567,567,90,172.1,42.1,107.73,434,96,515,397,85,85,80,0,2,5,7,0,0,0,0,0,70,70,70,70
393,train,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,25,25,25,25
394,train,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,55,55,55,55
395,train,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,35,35,35,35
396,train,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,70,70,70,70
397,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,70,70,70,70
398,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,70,70,70,70
399,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,70,70,70,70
400,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,70,70,70,70
401,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,55,55,55,55
402,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,35,35,35,35
403,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,70,70,70,70
404,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,55,55,55,55
405,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,70,70,70,70
406,air,605,605,605,605,87.5,165.7,43.3,114.95,434,96,515,407,69,75,67,0,2,5,7,0,1,1,1,1,45,45,45,45
